Statistics_FluxChannel_integrate,Statistics_FluxCool1_integrate,Statistics_FluxCool2_integrate,Statistics_FluxIn_integrate,Statistics_FluxOut_integrate,Statistics_temp_max,Statistics_temp_mean,Statistics_temp_min
4.4406792716579282e+01,-3.2301500271511296e-01,7.7629412473982935e+00,1.3520805745049953e+00,1.3583609850041944e+00,5.0480255858567049e+05,5.0287921847024938e+05,4.9880927736335678e+05
